copyright,mode,concurrency,total_tps_per_gpu,aggregate_total_tps,duration_seconds,planned_requests,completed_requests,median_ttft_ms,median_tpot_ms,p99_ttft_ms,p99_tpot_ms,peak_output_tps,formal_start,formal_end,job_audit_status,formal_audit_status,topology_status,job_id,result,audit,formal_audit,topology_audit
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,4,39.48283266073616,1263.450645143557,145.88618930900702,20,20,2019.5636789721902,26.554552939884775,2067.261008382775,26.696704890736484,152.0,2026-08-16T08:15:10,2026-08-16T08:18:09,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_4_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,8,75.81109666237795,2425.9550931960944,151.9566462849616,40,40,2073.491268994985,27.66337219355669,2111.1783664813265,27.8890786211863,356.6,2026-08-16T08:19:14,2026-08-16T08:22:20,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_8_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,16,147.11221420194545,4707.590854462254,156.61513984401245,80,80,2199.195266002789,28.477884910068493,2237.9652094456833,28.619710674197826,636.0,2026-08-16T08:23:25,2026-08-16T08:26:36,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_16_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,32,283.4824979139111,9071.439933245156,162.5497176689678,160,160,2439.702973002568,29.460894763450348,2484.314718148671,29.665181520848463,1157.7,2026-08-16T08:27:43,2026-08-16T08:31:01,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_32_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,64,516.5335142085148,16529.072454672474,178.42017500300426,320,320,3797.6111989992205,31.27532316711941,4071.8628593900935,32.48901360431087,2249.7,2026-08-16T08:32:11,2026-08-16T08:35:45,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_64_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,128,913.0220797528281,29216.706552090498,201.8790170440334,640,640,4439.6005799935665,35.259922681325584,7027.507283996674,36.97170914041187,4046.4,2026-08-16T08:37:01,2026-08-16T08:41:01,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_128_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,256,1506.5294643701384,48208.94285984443,244.69484913401539,1280,1280,4480.366257979767,43.39789895598326,13421.852746473742,44.75901811262982,7546.600000000002,2026-08-16T08:42:26,2026-08-16T08:47:14,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_256_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,384,1896.951786496599,60702.45716789117,291.49923784896964,1920,1920,4501.9420765165705,52.30292157430014,20166.485928480397,53.9829792690429,10409.2,2026-08-16T08:48:50,2026-08-16T08:54:29,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_384_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,512,2289.363451969727,73259.63046303127,322.04585050296737,2560,2560,4520.608635008102,58.29247180304198,25983.631652347973,59.82421893647903,13861.100000000002,2026-08-16T08:56:12,2026-08-16T09:02:27,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_512_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,768,2794.43160816623,89421.81146131936,395.7584779559984,3840,3840,4555.614086508285,72.38107401562307,38942.96348827542,74.22005682305776,19337.9,2026-08-16T09:04:28,2026-08-16T09:12:05,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_768_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,1024,3135.3577967694355,100331.44949662194,470.30039171903627,5120,5120,4575.128507480258,86.8459551417399,51468.282479742775,88.89211507417164,24180.3,2026-08-16T09:14:22,2026-08-16T09:23:24,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_1024_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,1280,3268.7519656790037,104600.06290172812,338.33096289099194,3840,3840,6108.522973489016,104.29186006498256,64617.45757927652,106.26212604674588,27158.200000000004,2026-08-16T09:32:37,2026-08-16T09:39:16,pass,pass,colocated,485371,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/logs/sa-bench_isl_8192_osl_1024/results_concurrency_1280_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,1536,3500.1938396712344,112006.2028694795,631.9192882779753,7680,7680,4616.940031002741,118.06786430791158,75133.31153657062,120.90641266634604,31578.400000000005,2026-08-16T09:26:16,2026-08-16T09:38:17,pass,pass,colocated,485090,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/logs/sa-bench_isl_8192_osl_1024/results_concurrency_1536_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-completed-c1-c1536.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-low-mid/485090/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,1792,3619.789009808902,115833.24831388486,427.7287973979837,5376,5376,4652.636592974886,132.8895484965979,91124.10620121227,136.7027858765765,34390.3,2026-08-16T09:42:25,2026-08-16T09:50:45,pass,pass,colocated,485371,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/logs/sa-bench_isl_8192_osl_1024/results_concurrency_1792_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,1920,3676.383730051182,117644.27936163782,451.22602040698985,5760,5760,4678.483002528083,140.61655429522926,96167.74945312063,143.78730344742263,36242.0,2026-08-16T09:54:03,2026-08-16T10:02:48,pass,pass,colocated,485371,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/logs/sa-bench_isl_8192_osl_1024/results_concurrency_1920_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,2304,3809.118804245474,121891.80173585517,522.6027599300141,6912,6912,6179.748828493757,163.60006611044875,116167.41937895596,166.57697280157822,42612.200000000004,2026-08-16T10:06:31,2026-08-16T10:16:36,pass,pass,colocated,485371,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/logs/sa-bench_isl_8192_osl_1024/results_concurrency_2304_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-midpoints/485371/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,2560,3895.7304019098433,124663.37286111499,567.7600274689612,7680,7680,4752.328896516701,178.42927132306426,127753.95222452411,182.0435804141341,50559.4,2026-08-16T08:12:19,2026-08-16T08:23:16,fail,pass,colocated,485095,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/logs/sa-bench_isl_8192_osl_1024/results_concurrency_2560_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/audit-completed-points.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,2816,3944.3069080168248,126217.82105653839,616.8444942899514,8448,8448,4858.225116506219,194.08251779083503,142668.17107439335,198.18082487309522,44740.3,2026-08-16T08:27:34,2026-08-16T08:39:25,fail,pass,colocated,485095,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/logs/sa-bench_isl_8192_osl_1024/results_concurrency_2816_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/audit-completed-points.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/full-curves-20260816/nomtp-saturation/485095/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,2944,3971.1078928402335,127075.45257088747,640.5305694630079,8832,8832,6202.983176000998,200.77082923704415,148284.06290387735,206.58107629799073,46800.59999999999,2026-08-15T03:04:37,2026-08-15T03:16:54,pass,pass,gpu_colocated,472461,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/logs/sa-bench_isl_8192_osl_1024/results_concurrency_2944_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,3072,4010.9625565278548,128350.80180889135,661.7384138079942,9216,9216,4783.205040497705,208.0110359120111,154912.3228557961,213.33576454970043,47489.8,2026-08-15T03:21:30,2026-08-15T03:34:12,pass,pass,gpu_colocated,472461,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/logs/sa-bench_isl_8192_osl_1024/results_concurrency_3072_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,3136,3996.1100852293675,127875.52272733976,678.0353749550122,9408,9408,4776.0915534890955,213.84094202980495,157690.44105667368,218.4945634335121,46592.7,2026-08-15T03:38:54,2026-08-15T03:51:53,pass,pass,gpu_colocated,472461,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/logs/sa-bench_isl_8192_osl_1024/results_concurrency_3136_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-topology-colocation.json
"Copyright (c) 2026, NVIDIA CORPORATION. All rights reserved.",no-MTP,3264,4055.6160269029724,129779.71286089512,695.3557687150023,9792,9792,9551.213989994721,213.85962080988486,164690.91544227325,219.52073386120142,49258.899999999994,2026-08-15T03:56:41,2026-08-15T04:10:00,pass,pass,gpu_colocated,472461,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/logs/sa-bench_isl_8192_osl_1024/results_concurrency_3264_gpus_32.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-full.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-formal-window-corrected.json,/scratch/fsw/portfolios/coreai/projects/coreai_comparch_trtllm/users/williamj/TensorRT-LLM/final-rerecheck/outputs/paired-retest-20260815/nomtp/472461/audit-topology-colocation.json
